label,cluster_no
coffee,5
coffee,5
coffee,5
coffee,5
coffee,0
coffee,5
coffee,5
coffee,0
coffee,0
coffee,5
coffee,0
coffee,5
coffee,0
coffee,0
coffee,5
coffee,5
coffee,0
coffee,5
coffee,0
coffee,0
coffee,0
coffee,0
coffee,0
coffee,0
coffee,0
coffee,5
coffee,0
coffee,5
coffee,5
coffee,5
coffee,5
coffee,5
coffee,0
coffee,5
coffee,0
coffee,0
